;id;start_date ;deposit;balance;loan;loan_type;requested_amount;granted_amount;action;SM_account_number;SM_friends;SM_tags;SM_likes
4581;4581;2017-03-20;1;4180;0;;NA;NA;0;2;109;4;2
4582;4582;2017-05-26;1;460;0;;2800;NA;0;1;22;0;0
4583;4583;2017-09-30;1;0;0;;NA;NA;0;3;560;1;50
4584;4584;2017-04-02;1;1370;0;;NA;NA;1;3;492;1;1
4585;4585;2017-08-21;0;NA;1;karta kredytowa;3600;3600;0;1;19;0;0
4586;4586;2017-09-24;1;850;0;;NA;NA;1;1;44;2;5
4587;4587;2017-02-03;1;3840;1;karta kredytowa;2300;2300;1;1;105;3;1
4588;4588;2017-03-21;1;3190;0;;NA;NA;0;2;53;2;4
4589;4589;2017-04-24;0;NA;1;karta kredytowa;3600;3600;0;3;443;0;0
4590;4590;2017-07-27;0;NA;1;karta kredytowa;1300;1300;0;2;68;1;3
4591;4591;2017-09-01;1;50;0;;NA;NA;0;3;387;0;0
4592;4592;2017-04-22;1;1060;1;karta kredytowa;2300;2300;1;1;305;2;2
4593;4593;2017-10-11;1;4540;0;;NA;NA;0;3;510;4;5
4594;4594;2017-01-02;1;4310;0;;NA;NA;1;1;67;5;14
4595;4595;2017-04-01;0;NA;1;karta kredytowa;3600;3600;0;3;587;2;0
4596;4596;2017-11-04;1;8200;0;;2800;NA;0;3;502;7;4
4597;4597;2017-02-18;0;NA;1;kredyt ratalny;7700;6930;0;4;500;0;0
4598;4598;2017-07-16;1;4050;0;;NA;NA;1;2;278;4;7
4599;4599;2017-11-03;1;3560;1;limit w koncie;5200;5200;0;3;522;4;3
4600;4600;2017-07-09;0;NA;1;kredyt ratalny;700;700;0;2;220;1;5
4601;4601;2017-06-10;0;NA;1;karta kredytowa;2100;2100;0;4;475;2;1
4602;4602;2017-07-03;1;10;0;;NA;NA;0;2;92;0;0
4603;4603;2017-07-06;1;0;1;kredyt ratalny;700;700;0;2;108;0;0
4604;4604;2017-12-14;1;2060;0;;NA;NA;0;1;25;1;251
4605;4605;2017-08-31;1;2260;0;;NA;NA;1;1;36;4;4
4606;4606;2017-04-16;1;430;0;;NA;NA;0;3;525;0;0
4607;4607;2017-07-17;1;3560;0;;NA;NA;0;4;532;3;1
4608;4608;2017-10-04;0;NA;1;karta kredytowa;1900;1900;0;2;58;0;0
4609;4609;2017-03-24;1;0;0;;NA;NA;1;2;196;10;1
4610;4610;2017-05-20;0;NA;1;kredyt ratalny;300;300;0;2;36;3;2
4611;4611;2017-06-26;1;4960;0;;NA;NA;0;3;575;6;8
4612;4612;2017-05-22;1;0;1;kredyt ratalny;500;500;0;3;487;0;0
4613;4613;2017-03-21;1;5270;0;;NA;NA;0;3;414;5;12
4614;4614;2017-04-29;1;0;1;karta kredytowa;2700;2700;0;3;622;0;0
4615;4615;2017-11-27;1;0;0;;NA;NA;0;1;330;0;0
4616;4616;2017-06-06;1;2880;0;;NA;NA;0;3;462;2;17
4617;4617;2017-02-14;0;NA;1;karta kredytowa;6600;6600;0;1;195;0;0
4618;4618;2017-11-09;0;NA;1;karta kredytowa;3200;3200;0;2;128;1;3
4619;4619;2017-11-22;1;3710;0;;NA;NA;0;4;567;4;4
4620;4620;2017-06-27;0;NA;1;karta kredytowa;1300;1300;0;4;551;15;6
4621;4621;2017-01-02;1;740;0;;NA;NA;0;3;417;0;0
4622;4622;2017-03-25;1;6000;0;;NA;NA;1;1;170;7;1
4623;4623;2017-05-16;0;NA;1;kredyt ratalny;300;300;0;3;493;4;3
4624;4624;2017-09-04;0;NA;1;karta kredytowa;2100;2100;0;4;559;1;4
4625;4625;2017-10-25;1;3170;1;limit w koncie;1000;1000;0;3;486;2;3
4626;4626;2017-03-12;1;620;0;;NA;NA;0;2;130;1;1
4627;4627;2017-08-12;1;3770;0;;NA;NA;0;3;496;5;2
4628;4628;2017-07-21;1;1780;0;;NA;NA;0;3;622;2;3
4629;4629;2017-05-22;1;5990;0;;NA;NA;0;2;188;6;6
4630;4630;2017-01-03;1;6830;0;;NA;NA;0;3;585;7;2
4631;4631;2017-10-30;1;3800;0;;NA;NA;0;3;380;2;3
4632;4632;2017-11-18;0;NA;1;kredyt ratalny;7400;5920;1;1;332;1;2
4633;4633;2017-12-31;1;3490;0;;NA;NA;0;3;536;2;2
4634;4634;2017-05-23;1;3170;0;;NA;NA;0;3;542;2;4
4635;4635;2017-04-20;1;0;0;;NA;NA;0;4;396;0;0
4636;4636;2017-08-23;1;1730;0;;NA;NA;0;2;140;1;3
4637;4637;2017-06-16;1;0;0;;NA;NA;0;3;506;2;3
4638;4638;2017-01-21;0;NA;1;karta kredytowa;2100;2100;0;3;589;0;0
4639;4639;2017-03-18;1;8200;0;;NA;NA;0;3;713;8;1
4640;4640;2017-11-11;1;0;1;limit w koncie;1000;1000;1;2;180;1;2
4641;4641;2017-06-16;1;0;0;;NA;NA;0;3;605;0;0
4642;4642;2017-02-24;1;2100;0;;NA;NA;0;2;100;0;0
4643;4643;2017-11-26;1;4410;0;;NA;NA;0;3;603;4;2
4644;4644;2017-03-30;1;2370;0;;NA;NA;0;2;120;2;3
4645;4645;2017-07-16;1;860;0;;NA;NA;0;1;21;5;3
4646;4646;2017-10-11;1;2050;1;karta kredytowa;2300;2300;0;4;565;0;0
4647;4647;2017-12-20;1;1880;1;limit w koncie;1600;1600;0;4;635;2;2
4648;4648;2017-10-25;1;6280;0;;NA;NA;0;3;443;6;2
4649;4649;2017-09-23;1;4080;0;;NA;NA;0;1;26;3;1
4650;4650;2017-06-02;0;NA;1;kredyt ratalny;800;800;0;3;365;1;7
4651;4651;2017-10-22;1;720;0;;NA;NA;0;1;58;1;4
4652;4652;2017-03-24;1;1210;0;;NA;NA;0;1;65;1;1
4653;4653;2017-11-14;1;2680;0;;NA;NA;0;1;168;0;0
4654;4654;2017-10-10;1;7050;0;;NA;NA;0;3;509;5;2
4655;4655;2017-11-29;1;0;0;;NA;NA;0;1;113;0;0
4656;4656;2017-05-06;0;NA;1;kredyt ratalny;700;700;0;3;587;2;1
4657;4657;2017-02-19;1;0;0;;NA;NA;0;3;600;0;0
4658;4658;2017-06-28;0;NA;1;karta kredytowa;1800;1800;0;4;649;1;0
4659;4659;2017-04-05;0;NA;1;kredyt ratalny;600;600;0;2;158;103;4
4660;4660;2017-01-30;1;1830;1;kredyt ratalny;700;700;0;3;431;2;3
4661;4661;2017-03-09;1;6160;0;;NA;NA;0;1;22;7;2
4662;4662;2017-11-06;0;NA;1;karta kredytowa;1000;1000;0;2;221;0;0
4663;4663;2017-06-15;1;3660;0;;NA;NA;0;2;119;3;3
4664;4664;2017-02-17;1;1950;0;;NA;NA;0;2;83;3;0
4665;4665;2017-05-16;0;NA;1;karta kredytowa;1100;1100;0;1;139;0;0
4666;4666;2017-04-15;1;0;1;karta kredytowa;1800;1800;0;3;649;0;0
4667;4667;2017-02-27;1;2580;0;;NA;NA;0;3;483;2;0
4668;4668;2017-06-19;1;0;0;;NA;NA;0;3;484;1;3
4669;4669;2017-08-29;1;4710;0;;NA;NA;0;3;466;4;1
4670;4670;2017-04-07;1;0;0;;NA;NA;0;4;564;0;0
4671;4671;2017-03-26;1;0;0;;NA;NA;0;3;578;0;0
4672;4672;2017-10-14;1;3430;0;;NA;NA;0;1;35;2;3
4673;4673;2017-04-17;0;NA;1;karta kredytowa;1700;1700;0;3;592;0;0
4674;4674;2017-04-05;1;3760;0;;NA;NA;0;2;184;1;1
4675;4675;2017-10-06;1;650;0;;NA;NA;0;3;583;0;0
4676;4676;2017-04-23;1;7690;0;;NA;NA;1;2;83;8;2
4677;4677;2017-04-12;1;0;1;karta kredytowa;3700;3700;0;3;467;0;0
4678;4678;2017-09-26;1;5430;0;;NA;NA;0;2;265;4;16
4679;4679;2017-08-28;1;0;0;;NA;NA;0;2;117;2;1
4680;4680;2017-09-21;1;0;0;;NA;NA;0;4;561;0;0
4681;4681;2017-01-04;0;NA;1;karta kredytowa;2400;2400;0;3;523;1;3
4682;4682;2017-11-20;1;3010;0;;NA;NA;1;2;47;4;4
4683;4683;2017-06-11;0;NA;1;karta kredytowa;1600;1600;0;4;497;0;0
4684;4684;2017-12-27;1;5890;0;;NA;NA;0;3;510;5;3
4685;4685;2017-12-31;1;0;0;;NA;NA;0;3;373;0;0
4686;4686;2017-12-10;0;NA;1;karta kredytowa;1100;1100;0;4;450;0;0
4687;4687;2017-06-29;1;3300;0;;NA;NA;0;3;427;2;3
4688;4688;2017-11-17;1;5950;0;;NA;NA;0;3;434;7;0
4689;4689;2017-06-20;0;NA;1;karta kredytowa;1100;1100;0;2;180;2;1
4690;4690;2017-01-12;1;0;0;;NA;NA;0;1;192;0;0
4691;4691;2017-11-15;1;3710;0;;NA;NA;0;1;89;2;16
4692;4692;2017-06-07;1;5200;1;limit w koncie;1300;1300;0;3;557;3;4
4693;4693;2017-10-05;0;NA;1;kredyt ratalny;2900;2610;0;2;275;0;0
4694;4694;2017-06-12;1;860;0;;NA;NA;0;3;423;0;0
4695;4695;2017-09-23;1;240;1;limit w koncie;1700;1700;0;2;25;0;0
4696;4696;2017-01-25;1;6110;0;;500;NA;0;3;507;5;4
4697;4697;2017-09-05;1;0;1;kredyt ratalny;600;600;0;3;725;2;0
4698;4698;2017-07-31;1;4170;0;;NA;NA;0;1;38;5;18
4699;4699;2017-09-26;1;2700;0;;NA;NA;0;1;106;0;0
4700;4700;2017-11-18;1;5460;0;;NA;NA;0;3;525;4;10
4701;4701;2017-05-28;1;3000;0;;NA;NA;1;2;82;2;0
4702;4702;2017-12-22;1;200;0;;NA;NA;0;1;261;0;0
4703;4703;2017-03-16;1;4580;1;kredyt ratalny;400;400;0;4;360;5;4
4704;4704;2017-10-22;1;4050;0;;NA;NA;0;3;507;4;1
4705;4705;2017-02-26;1;230;0;;NA;NA;0;4;524;0;0
4706;4706;2017-03-26;1;0;0;;NA;NA;0;3;407;0;0
4707;4707;2017-11-15;1;1450;0;;NA;NA;0;2;15;2;7
4708;4708;2017-02-24;1;5530;0;;NA;NA;0;3;551;3;4
4709;4709;2017-04-30;1;0;0;;NA;NA;0;3;632;0;0
4710;4710;2017-03-20;1;6120;0;;NA;NA;0;1;33;6;12
4711;4711;2017-06-15;1;0;0;;NA;NA;0;3;531;0;0
4712;4712;2017-04-29;1;2920;0;;800;NA;0;1;84;0;0
4713;4713;2017-11-26;1;2420;0;;NA;NA;0;3;536;3;2
4714;4714;2017-02-04;1;1480;0;;NA;NA;0;2;36;1;3
4715;4715;2017-01-04;1;1680;0;;NA;NA;0;1;30;1;5
4716;4716;2017-12-19;1;3150;1;limit w koncie;3400;3400;0;3;361;3;3
4717;4717;2017-02-24;1;1190;0;;NA;NA;0;3;531;12;3
4718;4718;2017-09-23;1;0;0;;NA;NA;0;2;58;0;0
4719;4719;2017-05-30;1;3340;1;kredyt ratalny;500;500;0;2;98;5;0
4720;4720;2017-02-04;1;0;0;;NA;NA;0;2;257;1;1
4721;4721;2017-10-01;1;5700;0;;NA;NA;0;3;705;6;0
4722;4722;2017-12-22;1;2750;0;;NA;NA;1;2;162;2;10
4723;4723;2017-03-13;1;8080;0;;NA;NA;1;2;273;8;1
4724;4724;2017-08-28;1;20;1;kredyt ratalny;300;300;0;1;107;0;0
4725;4725;2017-05-04;0;NA;1;kredyt ratalny;800;800;0;1;85;2;17
4726;4726;2017-12-12;1;4570;0;;NA;NA;1;2;103;5;3
4727;4727;2017-06-27;1;2980;0;;NA;NA;0;2;145;3;1
4728;4728;2017-06-05;1;1010;0;;NA;NA;0;1;188;1;136
4729;4729;2017-05-18;1;4590;0;;NA;NA;0;2;50;6;2
4730;4730;2017-04-08;1;7870;0;;NA;NA;1;2;60;7;0
4731;4731;2017-06-19;1;0;0;;NA;NA;0;2;100;0;0
4732;4732;2017-03-27;1;5690;1;limit w koncie;4200;4200;1;2;83;6;2
4733;4733;2017-06-03;1;2700;0;;NA;NA;1;1;88;2;13
4734;4734;2017-07-16;1;0;0;;NA;NA;0;2;186;1;5
4735;4735;2017-11-29;1;0;0;;NA;NA;0;3;557;0;0
4736;4736;2017-05-18;1;640;0;;NA;NA;0;3;437;3;22
4737;4737;2017-12-27;1;0;0;;NA;NA;1;1;27;2;4
4738;4738;2017-03-01;1;120;0;;NA;NA;0;3;579;0;0
4739;4739;2017-04-09;1;0;0;;NA;NA;0;2;381;0;0
4740;4740;2017-08-09;1;3370;0;;2800;NA;0;3;623;2;9
4741;4741;2017-01-19;1;0;1;limit w koncie;1500;1500;0;3;530;0;0
4742;4742;2017-08-16;0;NA;1;kredyt ratalny;1300;1170;0;4;562;2;0
4743;4743;2017-01-31;1;2530;0;;NA;NA;0;4;533;3;2
4744;4744;2017-07-19;1;3200;0;;NA;NA;0;1;42;3;6
4745;4745;2017-06-03;0;NA;1;kredyt ratalny;400;400;0;2;18;1;2
4746;4746;2017-03-07;1;3910;0;;NA;NA;1;2;73;5;1
4747;4747;2017-11-08;1;3430;0;;NA;NA;0;2;174;3;2
4748;4748;2017-03-03;1;0;0;;NA;NA;0;1;334;0;0
4749;4749;2017-09-16;1;0;0;;NA;NA;1;1;176;5;3
4750;4750;2017-08-21;0;NA;1;kredyt ratalny;700;700;0;3;495;1;4
4751;4751;2017-11-10;1;290;0;;300;NA;0;3;517;0;0
4752;4752;2017-10-09;0;NA;1;kredyt ratalny;400;400;1;1;138;0;0
4753;4753;2017-09-27;1;1230;0;;NA;NA;0;1;61;1;4
4754;4754;2017-07-28;1;380;0;;NA;NA;0;3;537;0;0
4755;4755;2017-05-07;1;2050;0;;NA;NA;0;2;67;3;32
4756;4756;2017-05-08;1;6470;0;;NA;NA;0;3;742;5;5
4757;4757;2017-06-29;0;NA;1;karta kredytowa;1900;1900;0;1;40;0;0
4758;4758;2017-06-02;1;7160;0;;NA;NA;0;1;134;7;6
4759;4759;2017-12-31;1;3260;0;;NA;NA;0;3;514;2;6
4760;4760;2017-03-16;0;NA;1;karta kredytowa;2200;2200;0;3;416;0;0
4761;4761;2017-08-22;0;NA;1;kredyt ratalny;1200;1080;0;3;402;1;0
4762;4762;2017-06-10;1;7040;0;;NA;NA;0;3;463;6;3
4763;4763;2017-09-05;1;0;0;;1400;NA;0;1;92;1;310
4764;4764;2017-04-29;0;NA;1;kredyt ratalny;2600;2340;0;4;409;0;0
4765;4765;2017-09-26;1;6930;0;;NA;NA;0;2;176;5;3
4766;4766;2017-07-05;1;5020;0;;NA;NA;0;1;259;5;4
4767;4767;2017-01-14;1;2750;0;;NA;NA;0;3;639;3;3
4768;4768;2017-12-13;1;6040;0;;NA;NA;0;2;229;7;2
4769;4769;2017-02-11;1;0;0;;NA;NA;0;3;520;0;0
4770;4770;2017-08-31;1;5150;1;kredyt ratalny;800;800;0;3;495;8;4
4771;4771;2017-08-15;1;430;1;kredyt ratalny;2900;2610;0;2;51;0;0
4772;4772;2017-05-14;1;0;0;;NA;NA;1;2;271;2;2
4773;4773;2017-09-11;1;0;1;kredyt ratalny;700;700;0;3;675;0;0
4774;4774;2017-01-18;0;NA;1;karta kredytowa;4300;4300;0;3;507;1;4
4775;4775;2017-06-17;0;NA;1;kredyt ratalny;400;400;0;3;527;0;0
4776;4776;2017-07-14;0;NA;1;kredyt ratalny;500;500;0;3;565;1;1
4777;4777;2017-08-23;1;3430;0;;NA;NA;0;2;203;5;4
4778;4778;2017-03-17;1;980;1;kredyt ratalny;400;400;0;2;46;2;7
4779;4779;2017-12-19;1;0;1;kredyt ratalny;800;800;0;3;567;0;0
4780;4780;2017-05-12;1;1380;0;;NA;NA;0;3;633;1;3
4781;4781;2017-02-03;0;NA;1;karta kredytowa;2200;2200;0;2;131;1;3
4782;4782;2017-11-30;1;0;0;;NA;NA;0;4;487;0;0
4783;4783;2017-08-17;1;1150;0;;900;NA;0;1;87;1;2
4784;4784;2017-09-05;1;6660;0;;NA;NA;0;3;539;5;1
4785;4785;2017-09-29;1;0;0;;6300;NA;1;2;210;2;10
4786;4786;2017-04-15;1;2280;0;;NA;NA;0;3;456;3;1
4787;4787;2017-02-16;1;3550;1;kredyt ratalny;500;500;0;4;477;4;5
4788;4788;2017-06-12;1;540;1;limit w koncie;1000;1000;0;3;530;0;0
4789;4789;2017-10-11;1;4490;1;limit w koncie;1800;1800;0;1;26;3;40
4790;4790;2017-09-13;1;9010;0;;NA;NA;0;3;523;7;11
4791;4791;2017-06-18;1;3430;0;;NA;NA;1;2;41;2;4
4792;4792;2017-11-05;1;240;0;;NA;NA;0;3;566;0;0
4793;4793;2017-08-04;0;NA;1;kredyt ratalny;800;800;0;1;134;1;6
4794;4794;2017-12-06;0;NA;1;karta kredytowa;1300;1300;0;3;470;5;2
4795;4795;2017-03-10;0;NA;1;kredyt ratalny;500;500;0;3;647;0;0
4796;4796;2017-09-26;1;2020;0;;NA;NA;0;3;446;0;0
4797;4797;2017-07-25;1;5660;0;;NA;NA;0;3;539;4;2
4798;4798;2017-11-08;0;NA;1;kredyt ratalny;600;600;0;3;592;2;27
4799;4799;2017-11-16;1;5680;0;;NA;NA;0;3;440;5;2
4800;4800;2017-02-09;1;0;0;;NA;NA;1;2;237;2;3
4801;4801;2017-03-25;1;3410;0;;NA;NA;0;2;135;4;2
4802;4802;2017-05-27;1;4000;0;;NA;NA;1;1;180;5;2
4803;4803;2017-03-01;1;540;0;;NA;NA;0;2;131;0;0
4804;4804;2017-12-16;1;580;0;;NA;NA;0;3;542;2;2
4805;4805;2017-12-01;1;0;0;;NA;NA;0;3;433;0;0
4806;4806;2017-05-14;1;180;0;;2900;NA;0;1;36;0;0
4807;4807;2017-04-06;1;1600;0;;NA;NA;1;2;182;3;1
4808;4808;2017-11-24;1;2440;0;;NA;NA;1;2;245;3;3
4809;4809;2017-01-18;1;2260;1;limit w koncie;1200;1200;0;2;17;2;7
4810;4810;2017-05-28;0;NA;1;kredyt ratalny;700;700;0;3;365;1;4
4811;4811;2017-03-16;1;2860;0;;NA;NA;0;3;579;2;1
4812;4812;2017-07-17;1;4710;1;karta kredytowa;3200;3200;0;1;113;3;6
4813;4813;2017-08-11;1;6260;0;;NA;NA;0;3;567;5;3
4814;4814;2017-06-19;1;3660;0;;NA;NA;0;3;562;2;6
4815;4815;2017-11-30;1;2860;0;;NA;NA;0;2;92;3;1
4816;4816;2017-06-21;0;NA;1;karta kredytowa;2400;2400;0;2;37;24;3
4817;4817;2017-10-30;1;1730;0;;NA;NA;0;4;523;13;3
4818;4818;2017-06-05;1;420;0;;NA;NA;0;1;33;0;0
4819;4819;2017-08-12;1;0;0;;NA;NA;0;3;604;0;0
4820;4820;2017-04-16;1;2500;0;;NA;NA;1;2;114;1;5
4821;4821;2017-04-14;1;0;1;kredyt ratalny;600;600;0;3;445;1;11
4822;4822;2017-03-11;1;1390;1;karta kredytowa;1300;1300;1;1;143;1;3
4823;4823;2017-03-09;0;NA;1;kredyt ratalny;300;300;0;3;470;5;3
4824;4824;2017-01-28;1;650;0;;NA;NA;0;2;29;6;2
4825;4825;2017-11-21;1;7530;0;;NA;NA;1;1;141;8;1
4826;4826;2017-10-07;0;NA;1;karta kredytowa;1400;1400;0;3;519;0;0
4827;4827;2017-06-09;0;NA;1;karta kredytowa;2000;2000;0;3;440;2;1
4828;4828;2017-04-02;1;0;0;;NA;NA;0;3;557;0;0
4829;4829;2017-09-09;1;11120;0;;NA;NA;0;3;619;10;3
4830;4830;2017-01-17;1;3240;0;;NA;NA;0;2;50;3;15
4831;4831;2017-03-31;0;NA;1;kredyt ratalny;2500;2250;0;2;140;6;0
4832;4832;2017-04-01;1;4650;0;;4200;NA;0;3;413;4;3
4833;4833;2017-10-04;1;850;1;limit w koncie;2100;2100;1;1;17;0;0
4834;4834;2017-05-13;1;1430;1;kredyt ratalny;400;400;0;3;368;1;2
4835;4835;2017-11-02;1;2560;0;;NA;NA;0;2;40;3;0
4836;4836;2017-06-18;1;13250;1;kredyt ratalny;400;400;0;3;463;12;2
4837;4837;2017-10-29;1;1160;0;;NA;NA;0;4;500;1;3
4838;4838;2017-07-22;1;7180;0;;NA;NA;0;1;78;7;1
4839;4839;2017-06-18;1;6260;0;;NA;NA;0;3;510;6;1
4840;4840;2017-07-29;1;0;0;;NA;NA;0;3;573;0;0
4841;4841;2017-05-09;0;NA;1;kredyt ratalny;1600;1440;0;3;557;0;0
4842;4842;2017-02-28;1;0;0;;NA;NA;0;2;139;0;0
4843;4843;2017-09-22;1;4070;1;kredyt ratalny;600;600;0;1;205;5;1
4844;4844;2017-05-27;0;NA;1;karta kredytowa;3300;3300;0;3;522;6;2
4845;4845;2017-08-03;1;0;0;;NA;NA;0;2;101;0;0
4846;4846;2017-08-26;1;0;1;limit w koncie;2600;2600;0;2;370;0;0
4847;4847;2017-12-25;1;5960;1;limit w koncie;2800;2800;0;4;369;6;0
4848;4848;2017-08-03;1;4530;0;;NA;NA;0;1;168;4;5
4849;4849;2017-01-10;1;5400;1;karta kredytowa;1000;1000;0;3;455;3;1
4850;4850;2017-07-28;1;6400;0;;1600;NA;0;4;660;5;15
4851;4851;2017-07-14;1;5700;0;;3000;NA;1;2;138;4;6
4852;4852;2017-04-18;1;2280;0;;NA;NA;1;2;286;2;0
4853;4853;2017-04-11;0;NA;1;karta kredytowa;3200;3200;0;3;557;2;6
4854;4854;2017-05-02;1;0;0;;NA;NA;0;3;493;19;7
4855;4855;2017-03-03;0;NA;1;karta kredytowa;3400;3400;0;3;501;0;0
4856;4856;2017-10-14;1;2550;0;;NA;NA;0;3;534;1;2
4857;4857;2017-11-14;1;360;0;;NA;NA;0;2;90;0;0
4858;4858;2017-03-20;1;5240;0;;NA;NA;0;3;538;7;0
4859;4859;2017-05-02;1;80;0;;NA;NA;0;1;26;25;1
4860;4860;2017-10-31;1;0;0;;NA;NA;0;2;70;0;0
4861;4861;2017-02-14;1;3280;0;;NA;NA;0;3;573;4;1
4862;4862;2017-09-02;1;3840;0;;NA;NA;0;3;639;3;4
4863;4863;2017-10-31;1;0;0;;2100;NA;0;1;99;0;0
4864;4864;2017-10-05;0;NA;1;karta kredytowa;3100;3100;1;2;21;18;2
4865;4865;2017-10-17;1;3010;0;;NA;NA;0;2;113;1;3
4866;4866;2017-05-08;1;2930;0;;NA;NA;0;2;117;1;0
4867;4867;2017-03-12;1;6840;0;;2900;NA;0;3;555;8;0
4868;4868;2017-02-25;0;NA;1;karta kredytowa;1100;1100;0;2;169;0;0
4869;4869;2017-05-05;1;4120;0;;NA;NA;1;1;64;3;64
4870;4870;2017-11-14;0;NA;1;kredyt ratalny;2400;2160;1;2;99;0;0
4871;4871;2017-08-08;0;NA;1;karta kredytowa;3000;3000;0;4;377;0;0
4872;4872;2017-10-01;1;1600;1;limit w koncie;2000;2000;0;3;532;1;2
4873;4873;2017-03-27;1;5750;0;;NA;NA;0;3;552;6;1
4874;4874;2017-08-28;1;3110;0;;NA;NA;0;3;645;3;0
4875;4875;2017-09-17;1;5320;0;;900;NA;0;3;472;7;3
4876;4876;2017-07-09;0;NA;1;karta kredytowa;1600;1600;0;3;531;0;0
4877;4877;2017-11-07;1;6830;0;;NA;NA;0;3;519;7;11
4878;4878;2017-05-14;1;7910;1;kredyt ratalny;600;600;1;2;120;10;7
4879;4879;2017-08-07;1;3650;0;;NA;NA;0;2;22;3;4
4880;4880;2017-10-14;0;NA;1;karta kredytowa;1000;1000;0;3;534;3;2
4881;4881;2017-12-31;1;3260;1;limit w koncie;1900;1900;1;2;25;3;1
4882;4882;2017-11-24;0;NA;1;karta kredytowa;1200;1200;0;2;95;1;83
4883;4883;2017-10-28;1;1010;1;kredyt ratalny;4300;3870;0;4;543;6;176
4884;4884;2017-03-26;1;0;0;;NA;NA;0;3;495;1;2
4885;4885;2017-05-28;1;5810;0;;NA;NA;0;3;432;4;5
4886;4886;2017-09-09;1;6830;1;karta kredytowa;1200;1200;0;1;56;5;2
4887;4887;2017-03-13;1;0;0;;NA;NA;1;1;84;0;0
4888;4888;2017-09-13;1;3100;1;kredyt ratalny;800;800;0;3;805;2;4
4889;4889;2017-07-19;1;1440;0;;NA;NA;0;3;557;2;5
4890;4890;2017-08-30;1;0;0;;NA;NA;0;2;77;1;1
4891;4891;2017-02-05;1;3660;0;;3900;NA;0;3;472;2;3
4892;4892;2017-04-12;0;NA;1;kredyt ratalny;1200;1080;0;3;530;4;7
4893;4893;2017-08-01;1;950;0;;NA;NA;1;2;312;1;2
4894;4894;2017-06-04;1;2170;0;;NA;NA;0;3;624;2;0
4895;4895;2017-09-24;1;3140;0;;NA;NA;1;2;261;3;1
4896;4896;2017-02-23;1;2530;1;kredyt ratalny;900;900;0;1;124;1;3
4897;4897;2017-10-22;0;NA;1;karta kredytowa;4300;4300;0;1;20;1;15
4898;4898;2017-11-18;1;0;1;kredyt ratalny;600;600;0;3;598;3;15
4899;4899;2017-11-29;1;4800;0;;NA;NA;0;3;637;5;5
4900;4900;2017-09-13;1;0;0;;NA;NA;0;3;386;0;0
4901;4901;2017-12-29;1;2770;0;;NA;NA;0;3;583;3;1
4902;4902;2017-06-15;1;0;0;;NA;NA;0;2;268;0;0
4903;4903;2017-02-27;0;NA;1;karta kredytowa;1000;1000;1;1;100;1;4
4904;4904;2017-10-01;1;0;0;;NA;NA;0;2;103;0;0
4905;4905;2017-10-12;1;5350;0;;NA;NA;0;4;610;4;3
4906;4906;2017-07-23;1;4410;0;;NA;NA;0;2;26;4;0
4907;4907;2017-01-16;0;NA;1;karta kredytowa;1400;1400;0;1;179;0;0
4908;4908;2017-06-09;1;3480;0;;NA;NA;0;3;665;5;2
4909;4909;2017-04-02;1;690;0;;NA;NA;0;2;11;0;0
4910;4910;2017-12-26;1;7260;0;;NA;NA;0;4;542;6;4
4911;4911;2017-10-10;1;70;0;;NA;NA;0;3;542;0;0
4912;4912;2017-09-20;1;0;0;;2600;NA;0;2;14;0;0
4913;4913;2017-10-22;1;2180;0;;1300;NA;0;3;354;4;5
4914;4914;2017-04-11;1;0;0;;NA;NA;0;3;511;0;0
4915;4915;2017-03-27;1;0;0;;NA;NA;0;3;483;2;2
4916;4916;2017-09-25;1;410;0;;NA;NA;0;3;551;0;0
4917;4917;2017-09-01;1;4180;0;;NA;NA;0;2;18;4;5
4918;4918;2017-02-20;1;7700;0;;NA;NA;1;2;65;8;2
4919;4919;2017-09-26;1;6170;0;;900;NA;0;1;82;7;3
4920;4920;2017-03-15;0;NA;1;karta kredytowa;1600;1600;0;3;589;0;0
4921;4921;2017-09-25;0;NA;1;karta kredytowa;5700;5700;1;1;269;0;0
4922;4922;2017-01-29;1;1750;1;karta kredytowa;2100;2100;0;3;575;8;3
4923;4923;2017-02-04;1;250;0;;NA;NA;0;3;488;94;1
4924;4924;2017-09-12;0;NA;1;karta kredytowa;2100;2100;0;1;65;0;0
4925;4925;2017-07-01;1;0;0;;NA;NA;0;4;648;7;55
4926;4926;2017-03-28;0;NA;1;kredyt ratalny;600;600;0;3;523;1;1
4927;4927;2017-10-25;1;2940;0;;NA;NA;0;3;513;1;4
4928;4928;2017-07-27;1;4200;0;;NA;NA;0;2;76;4;3
4929;4929;2017-03-13;0;NA;1;kredyt ratalny;500;500;0;2;14;3;0
4930;4930;2017-03-11;0;NA;1;kredyt ratalny;800;800;0;3;434;0;0
4931;4931;2017-03-31;1;5930;0;;NA;NA;0;1;154;5;5
4932;4932;2017-12-07;1;3310;0;;NA;NA;0;1;36;2;2
4933;4933;2017-10-31;1;550;0;;NA;NA;0;4;469;2;0
4934;4934;2017-05-07;0;NA;1;karta kredytowa;1300;1300;0;3;498;0;0
4935;4935;2017-05-08;1;4240;0;;NA;NA;0;3;445;5;2
4936;4936;2017-08-25;1;6510;0;;NA;NA;0;1;115;5;6
4937;4937;2017-03-05;1;0;0;;NA;NA;0;4;515;1;0
